"iter","adj","size"
312,"tall",1.52545809788491
313,"tall",2.94088993774741
314,"tall",1.54532596774198
315,"tall",1.25135421475307
316,"tall",1.86683806098971
317,"tall",1.63356139507377
318,"tall",1.82838175145646
319,"tall",1.08159087787336
320,"tall",2.6393624680722
321,"tall",1.78125620330445
322,"tall",3.11005436197404
323,"tall",2.61629548670244
324,"tall",0.983398998486937
325,"tall",2.15894607144187
326,"tall",2.32860032542741
327,"tall",1.12712372389096
328,"tall",2.88743013594732
329,"tall",1.73708001432738
330,"tall",1.38196959283259
331,"tall",2.14491045661665
332,"tall",2.49578648816898
333,"tall",2.09680773842785
334,"tall",1.93852601853082
335,"tall",2.28826625184043
336,"tall",2.02345439797671
337,"tall",1.40003442621054
338,"tall",1.44714453567234
339,"tall",2.18538393238109
340,"tall",2.20951170510552
341,"tall",2.22004775755386
342,"tall",2.57253504428112
343,"tall",2.48412742538263
344,"tall",1.72959529975597
345,"tall",3.13573546476892
346,"tall",1.17934620609477
347,"tall",1.94382263862754
348,"tall",2.28604824080608
349,"tall",3.07321749629292
350,"tall",2.07988125881922
351,"tall",2.83246709992073
352,"tall",2.44146710783124
353,"tall",2.01458249661997
354,"tall",2.26059477509597
355,"tall",2.77802100552354
356,"tall",2.71711992685017
357,"tall",2.67729852330399
358,"tall",2.25376169867173
359,"tall",1.48739532441595
360,"tall",2.69895708345707
361,"tall",1.59253823732224
362,"tall",2.56363398971466
363,"tall",1.4202149170146
364,"tall",3.17332076510654
365,"tall",2.69766898549516
366,"tall",2.8141604079127
367,"tall",1.59153985211197
368,"tall",1.47674568044631
369,"tall",1.82740109243132
370,"tall",2.12589559900241
371,"tall",3.19283817915488
372,"tall",1.77790231284523
373,"tall",1.24699683079751
374,"tall",1.91363929544622
375,"tall",1.7153927016493
376,"tall",2.01836427332477
377,"tall",1.65144332995975
378,"tall",2.41606094909835
379,"tall",1.4068004029912
380,"tall",1.26150282025056
381,"tall",1.46174109004322
382,"tall",2.21848706016402
383,"tall",2.78795798580457
384,"tall",2.41391618129537
385,"tall",2.23264966023296
386,"tall",2.13196564325564
387,"tall",1.40909926726776
388,"tall",1.47820694429834
389,"tall",2.15759109205262
390,"tall",1.38371276137333
391,"tall",1.66722495413017
392,"tall",1.66798286840014
393,"tall",1.34971970162856
394,"tall",2.10104374136788
395,"tall",2.0237392235133
396,"tall",1.61396976500503
397,"tall",1.80137764532018
398,"tall",1.61385751437731
399,"tall",1.84878869208583
400,"tall",4.35765246177313
401,"tall",1.57625111619346
402,"tall",1.71028690245712
403,"tall",1.58909608679207
404,"tall",1.45773852556758
405,"tall",2.4751734148566
406,"tall",2.25437721233981
407,"tall",1.45571811455661
408,"tall",1.68531806016271
409,"tall",1.66935504850985
410,"tall",1.96724708701852
411,"tall",2.24166097151208
412,"tall",1.71857402690515
413,"tall",1.46843421451747
414,"tall",2.57090781209269
415,"tall",2.04581851132732
416,"tall",1.37913505648023
417,"tall",1.82375441423507
418,"tall",1.3773817831649
419,"tall",1.19568379073161
420,"tall",1.88575872654382
421,"tall",1.35339995990799
422,"tall",1.84016859016555
423,"tall",1.58195360887116
424,"tall",2.29991384249245
425,"tall",1.99876934870312
426,"tall",1.44464595017739
427,"tall",1.53481105583747
428,"tall",2.05455479162984
429,"tall",1.59069820689064
430,"tall",3.23544147407084
431,"tall",4.59575239781968
432,"tall",1.77462306373488
433,"tall",1.81123092344039
434,"tall",2.14074984162286
435,"tall",1.45079094400523
436,"tall",1.44827375548828
437,"tall",1.86156732699965
438,"tall",1.65829140016016
439,"tall",0.918162803360571
440,"tall",1.65728322641975
441,"tall",1.79711055616228
442,"tall",1.92163842681727
443,"tall",2.71039708055702
444,"tall",1.47092882561942
445,"tall",1.5778087184442
446,"tall",2.09551000894997
447,"tall",1.15847602522429
448,"tall",1.27401286907841
449,"tall",2.13667825633018
450,"tall",1.92500073434075
451,"tall",1.50481604506512
452,"tall",2.06837275351135
453,"tall",2.00524833416173
454,"tall",1.73328016909577
455,"tall",1.95913228265362
456,"tall",1.31222924855412
457,"tall",1.85347783221052
458,"tall",4.11093391349548
459,"tall",2.49813642215461
460,"tall",2.16858981746601
461,"tall",1.45209514444067
462,"tall",1.74284713890494
463,"tall",3.07005160938204
464,"tall",1.23795708910393
465,"tall",2.0297318337946
466,"tall",3.28989044590419
467,"tall",1.45412632844495
468,"tall",1.77043537669932
469,"tall",1.89642903991389
470,"tall",1.55316944712805
471,"tall",1.49120807588291
472,"tall",2.06691283222026
473,"tall",1.96673380974291
474,"tall",1.75035833241704
475,"tall",1.54184856129334
476,"tall",2.43164956634593
477,"tall",2.72751338566281
478,"tall",1.34962652178445
479,"tall",1.98508156718032
480,"tall",2.25100468308274
481,"tall",1.59818650384927
482,"tall",2.0032935710955
483,"tall",1.5730432278112
484,"tall",1.7691463037165
485,"tall",2.24089078989612
486,"tall",1.3372378019909
487,"tall",2.03921933046424
488,"tall",1.48341352131534
489,"tall",1.97983587913309
490,"tall",2.24510763367428
491,"tall",1.90235717410254
492,"tall",1.63822001240274
493,"tall",3.13044695617447
494,"tall",1.88946917730795
495,"tall",2.4533066560878
496,"tall",2.18899770098036
497,"tall",1.66722922327062
498,"tall",2.03360008574992
499,"tall",1.69413328324616
500,"tall",2.24979489207592
501,"tall",2.81798067724595
502,"tall",4.0224222726234
503,"tall",2.12293878757241
504,"tall",2.29779563355578
505,"tall",1.5987329663582
506,"tall",1.61285293126801
507,"tall",2.33314933749827
508,"tall",2.34978999019096
509,"tall",2.14581441991212
510,"tall",2.35806475149391
511,"tall",2.20894655438701
512,"tall",1.92410354941126
513,"tall",1.75157248663794
514,"tall",2.0841592523818
515,"tall",2.20880971072729
516,"tall",1.71136765401575
517,"tall",1.56112657519568
518,"tall",1.8230990734642
519,"tall",2.80883374406255
520,"tall",1.5749221201955
521,"tall",2.19134052392679
522,"tall",1.54237589494602
523,"tall",2.09501309757786
524,"tall",1.9065384550202
525,"tall",1.61408785602343
526,"tall",2.0982967476855
527,"tall",2.4375635403628
528,"tall",1.97712618119931
529,"tall",1.68019212115225
530,"tall",1.09311612844347
531,"tall",1.25820558700613
532,"tall",2.04673212862774
533,"tall",1.43722733309298
534,"tall",2.33451527661063
535,"tall",1.93753462583249
536,"tall",1.63764523301666
537,"tall",2.71291299438903
538,"tall",2.1404810293855
539,"tall",1.67499802163309
540,"tall",1.70114792200084
541,"tall",2.38262698439928
542,"tall",2.69300891475141
543,"tall",1.71288318091945
544,"tall",1.70823618111615
545,"tall",1.44238375935989
546,"tall",3.52034224605439
547,"tall",1.79792680520522
548,"tall",2.73690736906565
549,"tall",2.45530180580414
550,"tall",1.54515215452528
551,"tall",1.91797979645277
552,"tall",2.42501072038398
553,"tall",1.62944096432655
554,"tall",1.14021197321383
555,"tall",2.05104346122377
556,"tall",2.03402031021257
557,"tall",2.96527654803166
558,"tall",1.93672165778438
559,"tall",1.73761277841095
560,"tall",3.56243078555814
561,"tall",2.05976406052815
562,"tall",2.19729649022925
563,"tall",1.78897692373295
564,"tall",1.96696435372228
565,"tall",1.78932030636178
566,"tall",2.86167711704884
567,"tall",4.81087595119432
568,"tall",0.845778844141344
569,"tall",3.41931527958727
570,"tall",2.07912038799992
571,"tall",1.65448621728548
572,"tall",2.45210857022044
573,"tall",1.45487549129153
574,"tall",1.98029288265164
575,"tall",1.5527799062554
576,"tall",2.98193031623684
577,"tall",2.59746645348055
578,"tall",1.91833459134739
579,"tall",1.95874757721749
580,"tall",1.59197764809189
581,"tall",1.44235178841992
582,"tall",1.73346269449959
583,"tall",1.57687491579394
584,"tall",2.38429721598576
585,"tall",2.00292770620364
586,"tall",2.18107112335755
587,"tall",2.13741942607217
588,"tall",1.40306219930048
589,"tall",2.60549864017371
590,"tall",1.48196697077451
591,"tall",3.1137849249167
592,"tall",2.38269270280719
593,"tall",1.73249280610413
594,"tall",1.42184542569299
595,"tall",1.96620943054448
596,"tall",1.96927108083747
597,"tall",1.59971028589169
598,"tall",2.30355833087238
599,"tall",1.88756472863859
600,"tall",2.0015100572237
601,"tall",2.42432460598388
602,"tall",0.847915375477305
603,"tall",3.05862445899429
604,"tall",1.64020576792208
605,"tall",1.75496662252904
606,"tall",2.12195486262707
607,"tall",1.69662213607119
608,"tall",1.30258496945418
609,"tall",2.37296847017416
610,"tall",2.22263575006231
611,"tall",1.75372198007089
612,"tall",1.49132405657103
613,"tall",2.86671330000035
614,"tall",2.11544272126158
615,"tall",1.59457077794266
616,"tall",1.72166445291361
617,"tall",2.26739917674265
618,"tall",1.42099596759596
619,"tall",1.37839856978433
620,"tall",2.1399624750765
621,"tall",1.5017395091044
622,"tall",1.92745141104124
623,"tall",2.2525328274521
624,"tall",1.59646035635366
625,"tall",2.24397603682546
626,"tall",2.70562098501831
627,"tall",2.46184774189422
628,"tall",1.82792810334414
629,"tall",2.12485326749774
630,"tall",2.27219538905318
631,"tall",2.27483484945168
632,"tall",2.72841691696765
633,"tall",1.74107993932217
634,"tall",1.75496134550644
635,"tall",1.44502706100061
636,"tall",2.27293494542858
637,"tall",1.90147817034063
638,"tall",1.76585271426089
639,"tall",1.97755470217811
640,"tall",2.00324210289672
641,"tall",1.69847655812606
642,"tall",1.9475422433462
643,"tall",1.84751190322526
644,"tall",1.13454910320787
645,"tall",1.64254737748931
646,"tall",1.59348069728994
647,"tall",1.74070447949228
648,"tall",1.5758937534127
649,"tall",1.85783709542371
650,"tall",2.36693635372346
651,"tall",1.58093234411918
652,"tall",2.38562971181874
653,"tall",0.895563820866605
654,"tall",2.05124807501498
655,"tall",1.51847226374001
656,"tall",1.79518523289899
657,"tall",2.12296833554507
658,"tall",1.8466271899678
659,"tall",1.8340106612688
660,"tall",1.39245490166694
661,"tall",1.14036225134277
662,"tall",1.44815225832437
663,"tall",2.18174268334733
664,"tall",2.06934365988286
665,"tall",2.36725843903801
666,"tall",2.10058429455971
667,"tall",1.79996168861146
668,"tall",2.24870127318684
669,"tall",3.01221113517228
670,"tall",2.03320461317196
671,"tall",2.33911252724043
672,"tall",2.45739277818135
673,"tall",1.56802609989645
674,"tall",1.62715104458966
675,"tall",2.75842374477392
676,"tall",2.53525456577027
677,"tall",1.28785976321791
678,"tall",1.25608239179591
679,"tall",1.59121034829201
680,"tall",1.92090154167404
681,"tall",1.99893106722866
682,"tall",2.00453645014893
683,"tall",1.88900297887134
684,"tall",2.25010608127829
685,"tall",1.97762365574124
686,"tall",1.8945777787897
687,"tall",4.43171124272313
688,"tall",2.5655841607288
689,"tall",1.78071060820057
690,"tall",2.18829785913481
691,"tall",2.42404346012963
692,"tall",2.28250344004343
693,"tall",1.90689855022122
694,"tall",2.04488116309618
695,"tall",2.00108835368748
696,"tall",1.87402850318562
697,"tall",2.52295447784925
698,"tall",2.21982710657771
699,"tall",2.31260145479303
700,"tall",1.78009182040998
701,"tall",2.05214474188751
702,"tall",1.80588564197964
703,"tall",1.42411336099977
704,"tall",4.73811159710173
705,"tall",1.87568273390438
706,"tall",2.41925574201604
707,"tall",1.82872949590279
708,"tall",2.21709448239517
709,"tall",2.6544487564409
710,"tall",1.68301977651539
711,"tall",1.60675469804441
712,"tall",1.51309729265147
713,"tall",2.24212995293983
714,"tall",1.65900642949174
715,"tall",1.92368071052675
716,"tall",1.87711025554193
717,"tall",1.25273760577261
718,"tall",1.54548985411721
719,"tall",1.9419481044863
720,"tall",1.92452163324448
721,"tall",1.72313515971697
722,"tall",2.17906676347656
723,"tall",2.26615162690783
724,"tall",2.03503621625008
725,"tall",1.79335238663131
726,"tall",3.16302906954056
727,"tall",1.61812882609964
728,"tall",1.36170967048796
729,"tall",2.94465011461124
730,"tall",2.24519367239234
731,"tall",1.93463911209156
732,"tall",2.0204866200521
733,"tall",2.35752230284208
734,"tall",2.16153753071995
735,"tall",1.95590614447823
736,"tall",1.50635784261037
737,"tall",2.29340748628525
738,"tall",1.83053623674584
739,"tall",1.85785391875282
740,"tall",2.10048106598327
741,"tall",2.4317282966268
742,"tall",2.0072568872105
743,"tall",1.79488751109516
744,"tall",2.03765697353566
745,"tall",2.15448076511347
746,"tall",2.04852281180881
747,"tall",1.89865143893167
748,"tall",2.37765948941681
749,"tall",1.66124020613617
750,"tall",1.56201072565235
751,"tall",2.14463055763638
752,"tall",1.85632683242541
753,"tall",2.44342776462357
754,"tall",2.30358101254792
755,"tall",4.68654991645042
756,"tall",2.7504237534385
757,"tall",1.90421232598995
758,"tall",1.42590633305446
759,"tall",1.30229332730676
760,"tall",1.69541089230462
761,"tall",1.79180759139464
762,"tall",2.21831351968635
763,"tall",1.85559475792506
764,"tall",1.92676937449856
765,"tall",1.90383639118135
766,"tall",1.61955273551699
767,"tall",2.47382331259232
768,"tall",2.05421926966943
769,"tall",2.29701712215964
770,"tall",1.79657500849474
771,"tall",1.9649763060425
772,"tall",1.33202160088928
773,"tall",1.75481969361001
774,"tall",1.69914693737672
775,"tall",1.73362659353935
776,"tall",2.63774924700702
777,"tall",1.7258472162388
778,"tall",1.44840496299901
779,"tall",1.07666978378678
780,"tall",1.47050068230933
781,"tall",4.26693057394178
782,"tall",2.0739175143373
783,"tall",2.42797116789504
784,"tall",2.58761003372542
785,"tall",1.92228614567238
786,"tall",2.57351089424029
787,"tall",2.54070489016968
788,"tall",2.26596339714558
789,"tall",2.21832114958835
790,"tall",2.20006777037702
791,"tall",1.8211166304188
792,"tall",2.67472957696077
793,"tall",2.76419123509059
794,"tall",2.29727413667322
795,"tall",1.12051479052862
796,"tall",2.06259019456364
797,"tall",1.49515204998951
798,"tall",2.33674523702172
799,"tall",1.41233913359123
800,"tall",3.34391852078571
801,"tall",1.16715026138533
802,"tall",1.82748290247068
803,"tall",7.70431330390213
804,"tall",2.21695385403951
805,"tall",1.24075102785088
806,"tall",1.78564760024909
807,"tall",1.66558292894411
808,"tall",3.07671042834237
809,"tall",2.22582488008099
810,"tall",1.58828357956486
811,"tall",1.9244638997056
812,"tall",2.22248525050783
813,"tall",1.7014797877995
814,"tall",2.00511803013434
815,"tall",1.47212645120883
816,"tall",1.4414863559426
817,"tall",2.1516785757361
818,"tall",2.23518774359303
819,"tall",1.84498349892703
820,"tall",2.75870099108227
821,"tall",2.3785502868193
822,"tall",3.90830426283572
823,"tall",2.02539545459688
824,"tall",1.61804234289332
825,"tall",1.59688207851758
826,"tall",4.82540973730543
827,"tall",1.63586650975986
828,"tall",2.16195117819621
829,"tall",1.3592302359096
830,"tall",2.74123151458728
831,"tall",2.04009201073921
832,"tall",1.81875289651871
833,"tall",1.87594956821234
834,"tall",3.70843638278393
835,"tall",2.52194588357711
836,"tall",1.89801963648504
837,"tall",1.75220545540586
838,"tall",1.14099915356412
839,"tall",4.35524592874172
840,"tall",2.27196097052675
841,"tall",1.81585755860314
842,"tall",2.1353167226023
843,"tall",1.92984513232272
844,"tall",1.75832982126584
845,"tall",1.73351157036881
846,"tall",1.9933935635763
847,"tall",2.79976823887239
848,"tall",1.73824331083763
849,"tall",1.92119839012765
850,"tall",1.26200679375097
851,"tall",2.63386224008086
852,"tall",2.37259314133913
853,"tall",1.37314408730089
854,"tall",1.61270831278207
855,"tall",1.76893784324516
856,"tall",2.40620854513322
857,"tall",2.17988219931804
858,"tall",1.83993780296269
859,"tall",1.60681259614007
860,"tall",4.88633982562842
861,"tall",1.18824611465834
862,"tall",3.21154354161727
863,"tall",2.00214569242541
864,"tall",2.01485536333115
865,"tall",1.33160919071124
866,"tall",1.49136968616147
867,"tall",1.52209292937441
868,"tall",2.2084179715199
869,"tall",1.64488470498672
870,"tall",2.44754190386864
871,"tall",1.89400572338732
872,"tall",2.00009795407533
873,"tall",2.77865892368871
874,"tall",1.83988667489084
875,"tall",3.39136909924932
876,"tall",1.16772068971429
877,"tall",2.15156173391341
878,"tall",1.84712146201465
879,"tall",2.09975875810738
880,"tall",1.19785237320797
881,"tall",1.30101024059538
882,"tall",2.14233570113887
883,"tall",2.16582936851659
884,"tall",2.47235047330912
885,"tall",1.95227819047573
886,"tall",2.29763186994846
887,"tall",1.652286493095
888,"tall",2.11391822096601
889,"tall",1.95324650873693
890,"tall",1.82848129027293
891,"tall",1.21145936903528
892,"tall",2.20526743059254
893,"tall",1.39543450401577
894,"tall",1.35813952548671
895,"tall",1.46137703111347
896,"tall",2.21602154168202
897,"tall",1.67265168831376
898,"tall",1.81793884322354
899,"tall",1.71756572817668
900,"tall",2.10607408687494
901,"tall",1.29222508759881
902,"tall",2.39106759729603
903,"tall",1.28259679671479
904,"tall",1.93395552716242
905,"tall",1.70421110338025
906,"tall",2.12110487126828
907,"tall",1.90946879530153
908,"tall",1.31121737388621
909,"tall",2.23353771600843
910,"tall",1.93084939611394
911,"tall",1.56667202086118
912,"tall",1.60089809612174
913,"tall",2.06274449098212
914,"tall",2.42372073169769
915,"tall",1.4134490611166
916,"tall",1.74176103256461
917,"tall",2.35966122269023
918,"tall",2.97965478220719
919,"tall",2.91095378126413
920,"tall",2.19029948988041
921,"tall",1.7028816853117
922,"tall",1.09996616231579
923,"tall",1.34023080973665
924,"tall",1.93694389960827
925,"tall",2.53615884836594
926,"tall",1.84992055834101
927,"tall",2.00558493808154
928,"tall",2.70150939641206
929,"tall",1.95696312173556
930,"tall",1.65562937815534
931,"tall",2.50111015358035
932,"tall",2.4605085535201
933,"tall",1.7421811696942
934,"tall",1.55866394914516
935,"tall",2.02074610311755
936,"tall",1.42737006774264
937,"tall",1.92627326550223
938,"tall",1.89140790023533
939,"tall",1.84606279446216
940,"tall",2.53369027255866
941,"tall",1.92946416536138
942,"tall",1.61233948614325
943,"tall",1.72422015095387
944,"tall",0.725106372076987
945,"tall",1.33192508179031
946,"tall",1.11374706431245
947,"tall",1.6695577307381
948,"tall",1.74640068412405
949,"tall",2.67411520512488
950,"tall",2.7993136312237
951,"tall",1.7363032660422
952,"tall",1.68630361248331
953,"tall",1.74597625575809
954,"tall",1.73399574534316
955,"tall",1.86490582270511
956,"tall",1.84119425498022
957,"tall",1.21312003436038
958,"tall",1.66973735200824
959,"tall",1.92920173204438
960,"tall",1.4809856746612
961,"tall",2.68473588947761
962,"tall",2.70130947905864
963,"tall",1.7853062262349
964,"tall",1.33730810447994
965,"tall",1.95681109161513
966,"tall",2.73527328349382
967,"tall",2.01837998009051
968,"tall",2.64225375546364
969,"tall",2.11793201826871
970,"tall",2.35956718317616
971,"tall",1.68453961283202
972,"tall",1.85639225294213
973,"tall",2.40246250927072
974,"tall",2.74450947787658
975,"tall",2.28104168998729
976,"tall",1.62757374672882
977,"tall",1.44428477101308
978,"tall",2.34125707525649
979,"tall",1.62447093066277
980,"tall",1.32813862068463
981,"tall",2.20520548892546
982,"tall",2.37470233411889
983,"tall",1.74191630066384
984,"tall",1.74902364789241
985,"tall",1.84388950090003
986,"tall",2.34680298339182
987,"tall",2.78852527255436
988,"tall",3.67874774348884
989,"tall",1.88091177406936
990,"tall",2.375543128318
991,"tall",1.32200378751036
992,"tall",1.65182592735545
993,"tall",2.12496686708786
994,"tall",2.28844975488458
995,"tall",2.4641908176021
996,"tall",2.53603896831924
997,"tall",1.33135574232075
998,"tall",1.91536108736423
999,"tall",2.02404425243137
