"X","date","subj_id","content","response","Adj","Name","Unit","Pred","Repetition"
224,1438010210,"subj01","item","47","Tall","David","68","veryTall",1
225,1438010210,"subj01","item","90","Tall","Alex","82","veryTall",1
226,1438010210,"subj01","item","16","Tall","David","79","neither",1
227,1438010210,"subj01","item","10","Tall","Michael","82","short",2
228,1438010210,"subj01","item","65","Tall","Mark","77","veryTall",1
229,1438010210,"subj01","item","15","Tall","Benjamin","71","short",1
230,1438010210,"subj01","item","51","Tall","Charles","70","veryTall",1
231,1438010210,"subj01","item","88","Tall","Paul","82","tall",1
232,1438010210,"subj01","item","17","Tall","John","73","neither",1
233,1438010210,"subj01","item","36","Tall","Thomas","66","neither",1
234,1438010210,"subj01","item","86","Tall","Kenneth","63","notVeryTall",1
235,1438010210,"subj01","item","21","Tall","Matthew","70","notVeryTall",1
236,1438010210,"subj01","item","62","Tall","Thomas","72","veryTall",2
237,1438010210,"subj01","item","18","Tall","Ronald","73","notTall",2
238,1438010210,"subj01","item","76","Tall","Ethan","75","tall",1
239,1438010210,"subj01","item","70","Tall","Tim","74","veryTall",1
240,1438010210,"subj01","item","12","Tall","Christopher","79","notTall",1
241,1438010210,"subj01","item","63","Tall","Donald","66","notTall",1
242,1438010210,"subj01","item","19","Tall","Arthur","66","notShort",1
243,1438010210,"subj01","item","81","Tall","Mark","75","notShort",2
244,1438010210,"subj01","item","54","Tall","Benjamin","68","neither",1
245,1438010210,"subj01","item","13","Tall","Tim","82","notTall",1
246,1438010210,"subj01","item","16","Tall","Steven","71","short",2
247,1438010210,"subj01","item","18","Tall","Ethan","70","short",1
248,1438010210,"subj01","item","89","Tall","Ryan","82","tall",2
249,1438010210,"subj01","item","16","Tall","Kenneth","74","neither",1
250,1438010210,"subj01","item","25","Tall","Anthony","63","tall",1
251,1438010210,"subj01","item","22","Tall","Joseph","63","neither",1
252,1438010210,"subj01","item","88","Tall","Donald","79","veryTall",1
253,1438010210,"subj01","item","90","Tall","Jacob","79","veryTall",2
254,1438010210,"subj01","item","86","Tall","John","79","notShort",2
255,1438010210,"subj01","item","93","Tall","Daniel","79","tall",1
256,1438010210,"subj01","item","15","Tall","Charles","74","notTall",1
257,1438010210,"subj01","item","82","Tall","Charles","69","notShort",1
258,1438010210,"subj01","item","78","Tall","Jeff","69","tall",1
259,1438010210,"subj01","item","14","Tall","Anthony","74","notTall",2
260,1438010210,"subj01","item","96","Tall","Benjamin","77","tall",1
261,1438010210,"subj01","item","84","Tall","Ethan","63","notVeryTall",2
262,1438010210,"subj01","item","75","Tall","Jacob","73","tall",1
263,1438010210,"subj01","item","20","Tall","William","63","notShort",2
264,1438010210,"subj01","item","62","Tall","Joseph","71","veryTall",1
265,1438010210,"subj01","item","28","Tall","John","66","tall",1
266,1438010210,"subj01","item","17","Tall","Thomas","77","notTall",1
267,1438010210,"subj01","item","62","Tall","Ronald","69","veryTall",1
268,1438010210,"subj01","item","23","Tall","Ronald","70","notVeryTall",2
269,1438010210,"subj01","item","67","Tall","Jeff","73","veryTall",2
270,1438010210,"subj01","item","21","Tall","Brian","69","notVeryTall",2
271,1438010210,"subj01","item","29","Tall","Christopher","68","neither",2
272,1438010210,"subj01","item","73","Tall","Benjamin","72","notShort",2
273,1438010210,"subj01","item","54","Tall","Richard","68","notShort",1
274,1438010210,"subj01","item","67","Tall","Ethan","71","notShort",1
275,1438010210,"subj01","item","54","Tall","Brian","68","veryTall",2
276,1438010210,"subj01","item","19","Tall","Kevin","77","short",2
277,1438010210,"subj01","item","29","Tall","Paul","70","neither",2
278,1438010210,"subj01","item","27","Tall","Robert","82","notShort",1
279,1438010210,"subj01","item","44","Tall","George","68","notTall",1
280,1438010210,"subj01","item","64","Tall","Mark","66","short",1
281,1438010210,"subj01","item","21","Tall","David","77","notVeryTall",2
282,1438010210,"subj01","item","37","Tall","Jacob","69","neither",1
283,1438010210,"subj01","item","31","Tall","Jacob","68","short",1
284,1438010210,"subj01","item","70","Tall","Steven","66","notVeryTall",1
285,1438010210,"subj01","item","27","Tall","Edward","71","notTall",2
286,1438010210,"subj01","item","31","Tall","John","68","notTall",2
287,1438010210,"subj01","item","20","Tall","Daniel","73","notShort",1
288,1438010210,"subj01","item","71","Tall","Alex","70","notShort",1
289,1438010210,"subj01","item","82","Tall","Thomas","75","tall",2
290,1438010210,"subj01","item","21","Tall","Ronald","74","short",1
291,1438010210,"subj01","item","32","Tall","Brian","79","neither",2
292,1438010210,"subj01","item","72","Tall","Jacob","69","notShort",2
293,1438010210,"subj01","item","58","Tall","Kevin","71","veryTall",2
294,1438010210,"subj01","item","30","Tall","Anthony","71","notVeryTall",1
295,1438010210,"subj01","item","59","Tall","David","71","tall",2
296,1438010210,"subj01","item","28","Tall","David","72","notTall",1
297,1438010210,"subj01","item","91","Tall","Kenneth","82","notShort",2
298,1438010210,"subj01","item","19","Tall","Michael","75","neither",2
299,1438010210,"subj01","item","28","Tall","Daniel","69","neither",2
300,1438010210,"subj01","item","21","Tall","Robert","69","notTall",1
301,1438010210,"subj01","item","30","Tall","Mark","71","neither",1
302,1438010210,"subj01","item","14","Tall","Alex","63","neither",2
303,1438010210,"subj01","item","17","Tall","Ryan","73","short",2
304,1438010210,"subj01","item","81","Tall","Matthew","63","notTall",1
305,1438010210,"subj01","item","66","Tall","Stanley","66","short",2
306,1438010210,"subj01","item","94","Tall","Jacob","79","tall",2
307,1438010210,"subj01","item","20","Tall","Alex","69","short",1
308,1438010210,"subj01","item","61","Tall","Richard","69","veryTall",2
309,1438010210,"subj01","item","86","Tall","Stanley","77","veryTall",2
310,1438010210,"subj01","item","79","Tall","James","66","notTall",2
311,1438010210,"subj01","item","82","Tall","Thomas","71","notShort",2
312,1438010210,"subj01","item","71","Tall","Stanley","72","tall",2
313,1438010210,"subj01","item","27","Tall","Brian","72","notTall",2
314,1438010210,"subj01","item","11","Tall","Daniel","82","notTall",2
315,1438010210,"subj01","item","87","Tall","Christopher","77","tall",2
316,1438010210,"subj01","item","85","Tall","Daniel","74","veryTall",2
317,1438010210,"subj01","item","56","Tall","Michael","69","tall",2
318,1438010210,"subj01","item","93","Tall","George","82","veryTall",2
319,1438010210,"subj01","item","24","Tall","George","73","neither",2
320,1438010210,"subj01","item","78","Tall","Jacob","73","notShort",2
321,1438010210,"subj01","item","68","Tall","Joseph","74","tall",2
322,1438010210,"subj01","item","22","Tall","James","77","notShort",2
323,1438010210,"subj01","item","19","Tall","Jacob","72","short",1
324,1438010210,"subj01","item","11","Tall","Michael","63","veryTall",2
325,1438010210,"subj01","item","17","Tall","Edward","66","veryTall",1
326,1438010210,"subj01","item","13","Tall","William","66","veryTall",2
327,1438010210,"subj01","item","50","Tall","Robert","68","tall",1
328,1438010210,"subj01","item","21","Tall","Matthew","71","neither",2
329,1438010210,"subj01","item","6","Tall","Jason","77","notTall",2
330,1438010210,"subj01","item","8","Tall","Jason","73","notVeryTall",2
331,1438010210,"subj01","item","5","Tall","Charles","82","notVeryTall",1
332,1438010210,"subj01","item","61","Tall","Stanley","68","notShort",2
333,1438010210,"subj01","item","50","Tall","James","71","notVeryTall",2
334,1438010210,"subj01","item","7","Tall","Robert","74","neither",2
335,1438010210,"subj01","item","28","Tall","David","66","notShort",2
336,1438010210,"subj01","item","84","Tall","Ryan","74","notShort",2
337,1438010210,"subj01","item","22","Tall","Ronald","82","neither",1
338,1438010210,"subj01","item","37","Tall","Edward","68","notVeryTall",2
339,1438010210,"subj01","item","67","Tall","Anthony","70","veryTall",2
340,1438010210,"subj01","item","21","Tall","Kevin","66","tall",2
341,1438010210,"subj01","item","19","Tall","Mark","63","notTall",2
342,1438010210,"subj01","item","91","Tall","Paul","75","veryTall",1
343,1438010210,"subj01","item","1","Tall","Richard","79","notVeryTall",1
344,1438010210,"subj01","item","19","Tall","James","72","neither",2
345,1438010210,"subj01","item","82","Tall","Joseph","70","notShort",2
346,1438010210,"subj01","item","21","Tall","Ethan","66","neither",2
347,1438010210,"subj01","item","21","Tall","Steven","70","notTall",2
348,1438010210,"subj01","item","22","Tall","Donald","68","short",2
349,1438010210,"subj01","item","88","Tall","Jeff","79","notTall",2
350,1438010210,"subj01","item","50","Tall","Kenneth","70","short",2
351,1438010210,"subj01","item","26","Tall","Matthew","74","short",2
352,1438010210,"subj01","item","72","Tall","Tim","70","tall",2
353,1438010210,"subj01","item","16","Tall","John","72","notVeryTall",2
354,1438010210,"subj01","item","15","Tall","Anthony","75","short",1
355,1438010210,"subj01","item","22","Tall","Kenneth","69","notTall",2
356,1438010210,"subj01","item","18","Tall","Edward","72","short",2
357,1438010210,"subj01","item","65","Tall","Benjamin","66","notVeryTall",2
358,1438010210,"subj01","item","12","Tall","George","69","short",2
359,1438010210,"subj01","item","17","Tall","James","75","short",2
360,1438010210,"subj01","item","21","Tall","Richard","82","neither",2
361,1438010210,"subj01","item","87","Tall","Arthur","75","veryTall",2
362,1438010210,"subj01","item","16","Tall","William","77","neither",2
363,1438010210,"subj01","item","77","Tall","Charles","73","tall",2
364,1438010210,"subj01","item","65","Tall","Jason","68","tall",2
365,1438010210,"subj01","item","14","Tall","Kevin","75","notTall",2
366,1438010210,"subj01","item","12","Tall","Stanley","79","notVeryTall",2
367,1438010210,"subj01","item","14","Tall","James","63","tall",2
368,1438010210,"subj01","item","13","Tall","Jacob","82","notVeryTall",2
369,1438010210,"subj01","age","23","Tall","questionnaire","questionnaire","questionnaire",1
370,1438010210,"subj01","mturkid","A2C73Y1COWCA51","Tall","questionnaire","questionnaire","questionnaire",2
371,1438010210,"subj01","language","American English","Tall","questionnaire","questionnaire","questionnaire",2
372,1438010210,"subj01","device","A computer keyboard","Tall","questionnaire","questionnaire","questionnaire",2
373,1438010523,"subj02","item","28","Tall","Jacob","68","short",1
374,1438010523,"subj02","item","2","Tall","David","79","neither",1
375,1438010523,"subj02","item","2","Tall","Kenneth","74","neither",1
376,1438010523,"subj02","item","0","Tall","Kevin","77","short",1
377,1438010523,"subj02","item","2","Tall","Steven","63","veryTall",1
378,1438010523,"subj02","item","3","Tall","Jeff","82","short",1
379,1438010523,"subj02","item","2","Tall","Ronald","73","notTall",1
380,1438010523,"subj02","item","55","Tall","Ryan","70","neither",1
381,1438010523,"subj02","item","80","Tall","Daniel","73","notShort",1
382,1438010523,"subj02","item","0","Tall","Ethan","66","neither",1
383,1438010523,"subj02","item","3","Tall","George","73","neither",1
384,1438010523,"subj02","item","96","Tall","Robert","82","notShort",1
385,1438010523,"subj02","item","0","Tall","Edward","77","neither",1
386,1438010523,"subj02","item","97","Tall","Paul","63","short",1
387,1438010523,"subj02","item","2","Tall","Matthew","74","short",1
388,1438010523,"subj02","item","99","Tall","Ryan","82","tall",1
389,1438010523,"subj02","item","25","Tall","John","66","tall",1
390,1438010523,"subj02","item","7","Tall","Arthur","66","notShort",1
391,1438010523,"subj02","item","3","Tall","James","63","tall",1
392,1438010523,"subj02","item","10","Tall","Anthony","71","notVeryTall",1
393,1438010523,"subj02","item","3","Tall","Michael","82","short",2
394,1438010523,"subj02","item","5","Tall","Thomas","77","notTall",1
395,1438010523,"subj02","item","71","Tall","Thomas","71","notShort",1
396,1438010523,"subj02","item","82","Tall","Daniel","74","veryTall",1
397,1438010523,"subj02","item","91","Tall","Stanley","77","veryTall",1
398,1438010523,"subj02","item","68","Tall","Brian","69","notVeryTall",1
399,1438010523,"subj02","item","17","Tall","James","75","short",1
400,1438010523,"subj02","item","37","Tall","Robert","69","notTall",1
401,1438010523,"subj02","item","19","Tall","Benjamin","71","short",1
402,1438010523,"subj02","item","24","Tall","David","68","veryTall",1
403,1438010523,"subj02","item","31","Tall","John","72","notVeryTall",1
404,1438010523,"subj02","item","7","Tall","Edward","72","short",1
405,1438010523,"subj02","item","83","Tall","Arthur","75","veryTall",1
406,1438010523,"subj02","item","18","Tall","Robert","74","neither",2
407,1438010523,"subj02","item","98","Tall","Jacob","79","veryTall",1
408,1438010523,"subj02","item","97","Tall","Paul","75","veryTall",2
409,1438010523,"subj02","item","50","Tall","Tim","74","veryTall",2
410,1438010523,"subj02","item","10","Tall","Michael","75","neither",1
411,1438010523,"subj02","item","23","Tall","Ronald","82","neither",1
412,1438010523,"subj02","item","18","Tall","Charles","74","notTall",1
413,1438010523,"subj02","item","22","Tall","Kevin","71","veryTall",1
414,1438010523,"subj02","item","32","Tall","George","69","short",1
415,1438010523,"subj02","item","18","Tall","William","63","notShort",1
416,1438010523,"subj02","item","34","Tall","David","72","notTall",1
417,1438010523,"subj02","item","27","Tall","Kenneth","82","notShort",2
418,1438010523,"subj02","item","96","Tall","John","79","notShort",1
419,1438010523,"subj02","item","29","Tall","David","77","notVeryTall",1
420,1438010523,"subj02","item","24","Tall","Ryan","74","notShort",1
421,1438010523,"subj02","item","26","Tall","Richard","79","notVeryTall",1
422,1438010523,"subj02","item","36","Tall","William","71","notTall",1
423,1438010523,"subj02","item","78","Tall","Ryan","69","notVeryTall",2
424,1438010523,"subj02","item","72","Tall","Stanley","72","tall",1
425,1438010523,"subj02","item","32","Tall","Matthew","70","notVeryTall",1
426,1438010523,"subj02","item","6","Tall","Jacob","82","notVeryTall",1
427,1438010523,"subj02","item","95","Tall","Christopher","77","tall",1
428,1438010523,"subj02","item","22","Tall","Kevin","72","notVeryTall",2
429,1438010523,"subj02","item","3","Tall","Robert","79","short",1
430,1438010523,"subj02","item","86","Tall","Matthew","63","notTall",1
431,1438010523,"subj02","item","93","Tall","Donald","77","notShort",1
432,1438010523,"subj02","item","57","Tall","Jacob","69","neither",1
433,1438010523,"subj02","item","87","Tall","Paul","74","notShort",2
434,1438010523,"subj02","item","78","Tall","Ethan","71","notShort",2
435,1438010523,"subj02","item","9","Tall","Anthony","74","notTall",2
436,1438010523,"subj02","item","18","Tall","Daniel","82","notTall",1
437,1438010523,"subj02","item","80","Tall","Charles","73","tall",1
438,1438010523,"subj02","item","92","Tall","Benjamin","77","tall",2
439,1438010523,"subj02","item","97","Tall","Alex","82","veryTall",1
440,1438010523,"subj02","item","7","Tall","Ronald","74","short",2
441,1438010523,"subj02","item","46","Tall","Kenneth","69","notTall",2
442,1438010523,"subj02","item","18","Tall","William","77","neither",2
443,1438010523,"subj02","item","6","Tall","Tim","82","notTall",2
444,1438010523,"subj02","item","15","Tall","Joseph","75","notTall",1
445,1438010523,"subj02","item","78","Tall","Stanley","66","short",1
446,1438010523,"subj02","item","11","Tall","Tim","63","notShort",2
447,1438010523,"subj02","item","70","Tall","Jeff","73","veryTall",1
448,1438010523,"subj02","item","12","Tall","Jason","68","tall",1
449,1438010523,"subj02","item","84","Tall","Mark","63","notTall",2
450,1438010523,"subj02","item","74","Tall","Alex","70","notShort",1
451,1438010523,"subj02","item","87","Tall","George","68","notTall",1
452,1438010523,"subj02","item","85","Tall","Steven","66","notVeryTall",1
453,1438010523,"subj02","item","41","Tall","Mark","71","neither",1
454,1438010523,"subj02","item","36","Tall","Richard","73","notTall",2
455,1438010523,"subj02","item","34","Tall","James","71","notVeryTall",2
456,1438010523,"subj02","item","82","Tall","Benjamin","72","notShort",1
457,1438010523,"subj02","item","96","Tall","John","77","short",2
458,1438010523,"subj02","item","8","Tall","Tim","75","notVeryTall",1
459,1438010523,"subj02","item","14","Tall","Michael","74","notVeryTall",1
460,1438010523,"subj02","item","79","Tall","John","68","notTall",2
461,1438010523,"subj02","item","33","Tall","Edward","71","notTall",2
462,1438010523,"subj02","item","94","Tall","Ethan","75","tall",1
463,1438010523,"subj02","item","8","Tall","Ronald","69","veryTall",1
464,1438010523,"subj02","item","98","Tall","Jacob","79","tall",1
465,1438010523,"subj02","item","91","Tall","Donald","66","notTall",1
466,1438010523,"subj02","item","68","Tall","Donald","68","short",2
467,1438010523,"subj02","item","26","Tall","Brian","72","notTall",2
468,1438010523,"subj02","item","5","Tall","Michael","63","veryTall",2
469,1438010523,"subj02","item","6","Tall","Jeff","79","notTall",1
470,1438010523,"subj02","item","19","Tall","Richard","69","veryTall",2
471,1438010523,"subj02","item","12","Tall","Mark","75","notShort",1
472,1438010523,"subj02","item","71","Tall","Ronald","70","notVeryTall",2
473,1438010523,"subj02","item","9","Tall","Jacob","72","short",2
474,1438010523,"subj02","item","86","Tall","Mark","77","veryTall",2
475,1438010523,"subj02","item","24","Tall","Richard","68","notShort",1
476,1438010523,"subj02","item","50","Tall","Michael","70","notTall",1
477,1438010523,"subj02","item","50","Tall","Jacob","68","notVeryTall",1
478,1438010523,"subj02","item","50","Tall","Jeff","69","tall",1
479,1438010523,"subj02","item","23","Tall","David","66","notShort",2
480,1438010523,"subj02","item","36","Tall","Thomas","72","veryTall",1
481,1438010523,"subj02","item","21","Tall","Brian","68","veryTall",2
482,1438010523,"subj02","item","75","Tall","Edward","68","notVeryTall",2
483,1438010523,"subj02","item","90","Tall","Joseph","74","tall",1
484,1438010523,"subj02","item","100","Tall","George","82","veryTall",2
485,1438010523,"subj02","item","59","Tall","David","71","tall",1
486,1438010523,"subj02","item","10","Tall","Kevin","66","tall",2
487,1438010523,"subj02","item","46","Tall","Steven","70","notTall",2
488,1438010523,"subj02","item","5","Tall","Jason","79","short",2
489,1438010523,"subj02","item","8","Tall","William","75","notVeryTall",2
490,1438010523,"subj02","item","29","Tall","Steven","71","short",2
491,1438010523,"subj02","item","93","Tall","Thomas","75","tall",2
492,1438010523,"subj02","item","92","Tall","Kenneth","63","notVeryTall",1
493,1438010523,"subj02","item","9","Tall","Brian","79","neither",2
494,1438010523,"subj02","item","12","Tall","Anthony","63","tall",2
495,1438010523,"subj02","item","71","Tall","Joseph","70","notShort",2
496,1438010523,"subj02","item","79","Tall","Matthew","75","notShort",2
497,1438010523,"subj02","item","75","Tall","George","79","notShort",2
498,1438010523,"subj02","item","97","Tall","Donald","79","veryTall",2
499,1438010523,"subj02","item","56","Tall","Daniel","69","neither",2
500,1438010523,"subj02","item","12","Tall","Christopher","79","notTall",2
501,1438010523,"subj02","item","40","Tall","Kevin","75","notTall",2
502,1438010523,"subj02","item","20","Tall","Jason","73","notVeryTall",1
503,1438010523,"subj02","item","98","Tall","Paul","82","tall",2
504,1438010523,"subj02","item","9","Tall","Alex","63","neither",1
505,1438010523,"subj02","item","19","Tall","Ryan","73","short",1
506,1438010523,"subj02","item","38","Tall","Charles","70","veryTall",1
507,1438010523,"subj02","item","37","Tall","Donald","72","neither",1
508,1438010523,"subj02","item","15","Tall","Richard","82","neither",2
509,1438010523,"subj02","item","37","Tall","Alex","69","short",2
510,1438010523,"subj02","item","33","Tall","Benjamin","68","neither",1
511,1438010523,"subj02","item","39","Tall","Michael","69","tall",2
512,1438010523,"subj02","item","36","Tall","Kenneth","70","short",1
513,1438010523,"subj02","item","92","Tall","Daniel","79","tall",2
514,1438010523,"subj02","item","68","Tall","Jacob","73","notShort",2
515,1438010523,"subj02","item","58","Tall","William","70","tall",1
516,1438010523,"subj02","item","39","Tall","Joseph","71","veryTall",2
517,1438010523,"subj02","item","41","Tall","Robert","73","notVeryTall",2
518,1438010523,"subj02","item","67","Tall","Arthur","77","notVeryTall",2
519,1438010523,"subj02","item","40","Tall","Paul","70","neither",2
520,1438010523,"subj02","item","63","Tall","Tim","70","tall",2
521,1438010523,"subj02","item","36","Tall","Anthony","70","veryTall",2
522,1438010523,"subj02","item","75","Tall","Alex","74","tall",2
523,1438010523,"subj02","item","14","Tall","Arthur","63","short",2
524,1438010523,"subj02","item","60","Tall","Matthew","71","neither",2
525,1438010523,"subj02","item","42","Tall","Steven","75","neither",2
526,1438010523,"subj02","item","72","Tall","Christopher","73","veryTall",2
527,1438010523,"subj02","item","15","Tall","Edward","66","veryTall",1
528,1438010523,"subj02","item","53","Tall","James","72","neither",2
529,1438010523,"subj02","item","80","Tall","Benjamin","66","notVeryTall",2
530,1438010523,"subj02","item","0","Tall","Anthony","75","short",2
531,1438010523,"subj02","item","0","Tall","Thomas","66","neither",2
532,1438010523,"subj02","item","95","Tall","Mark","66","short",2
533,1438010523,"subj02","item","64","Tall","Jason","72","veryTall",2
534,1438010523,"subj02","item","58","Tall","Arthur","71","tall",2
535,1438010523,"subj02","item","60","Tall","Richard","72","tall",2
536,1438010523,"subj02","item","22","Tall","Brian","73","short",2
537,1438010523,"subj02","item","15","Tall","Jason","77","notTall",2
538,1438010523,"subj02","item","85","Tall","James","66","notTall",2
539,1438010523,"subj02","item","50","Tall","Christopher","68","neither",2
540,1438010523,"subj02","item","15","Tall","William","66","veryTall",2
541,1438010523,"subj02","item","33","Tall","Ethan","70","short",2
542,1438010523,"subj02","item","34","Tall","Jacob","69","notShort",1
543,1438010523,"subj02","item","62","Tall","Christopher","72","notShort",2
544,1438010523,"subj02","item","44","Tall","Jeff","74","notVeryTall",2
545,1438010523,"subj02","item","30","Tall","Robert","68","tall",2
546,1438010523,"subj02","item","69","Tall","Jacob","73","tall",2
547,1438010523,"subj02","item","24","Tall","Joseph","63","neither",2
548,1438010523,"subj02","item","31","Tall","Stanley","68","notShort",2
549,1438010523,"subj02","item","87","Tall","Ethan","63","notVeryTall",2
550,1438010523,"subj02","item","16","Tall","Stanley","79","notVeryTall",2
551,1438010523,"subj02","item","17","Tall","Charles","82","notVeryTall",2
552,1438010523,"subj02","item","24","Tall","John","73","neither",2
553,1438010523,"subj02","item","20","Tall","Charles","69","notShort",2
554,1438010523,"subj02","item","89","Tall","James","77","notShort",2
555,1438010523,"subj02","age","30","Tall","questionnaire","questionnaire","questionnaire",1
556,1438010523,"subj02","mturkid","AY62M3SXPNANR","Tall","questionnaire","questionnaire","questionnaire",2
557,1438010523,"subj02","language","American English","Tall","questionnaire","questionnaire","questionnaire",2
558,1438010523,"subj02","device","A computer mouse","Tall","questionnaire","questionnaire","questionnaire",2
559,1438010707,"subj03","item","33","Tall","John","68","notTall",1
560,1438010707,"subj03","item","8","Tall","James","75","short",1
561,1438010707,"subj03","item","0","Tall","Jason","73","notVeryTall",1
562,1438010707,"subj03","item","18","Tall","Anthony","74","notTall",1
563,1438010707,"subj03","item","76","Tall","Alex","70","notShort",1
564,1438010707,"subj03","item","12","Tall","Michael","74","notVeryTall",1
565,1438010707,"subj03","item","31","Tall","George","69","short",1
566,1438010707,"subj03","item","12","Tall","George","68","notTall",2
567,1438010707,"subj03","item","72","Tall","Jason","68","tall",1
568,1438010707,"subj03","item","1","Tall","Donald","72","neither",1
569,1438010707,"subj03","item","10","Tall","Donald","68","short",1
570,1438010707,"subj03","item","29","Tall","Steven","75","neither",1
571,1438010707,"subj03","item","89","Tall","Paul","63","short",1
572,1438010707,"subj03","item","15","Tall","Charles","82","notVeryTall",1
573,1438010707,"subj03","item","4","Tall","Kenneth","70","short",1
574,1438010707,"subj03","item","20","Tall","Kenneth","69","notTall",1
575,1438010707,"subj03","item","86","Tall","Jacob","73","tall",1
576,1438010707,"subj03","item","76","Tall","Jason","72","veryTall",1
577,1438010707,"subj03","item","74","Tall","Jacob","69","notShort",1
578,1438010707,"subj03","item","27","Tall","Benjamin","71","short",1
579,1438010707,"subj03","item","85","Tall","Ryan","82","tall",1
580,1438010707,"subj03","item","93","Tall","Stanley","77","veryTall",1
581,1438010707,"subj03","item","78","Tall","Alex","74","tall",1
582,1438010707,"subj03","item","36","Tall","Daniel","69","neither",1
583,1438010707,"subj03","item","84","Tall","Matthew","63","notTall",1
584,1438010707,"subj03","item","75","Tall","Joseph","74","tall",2
585,1438010707,"subj03","item","22","Tall","Robert","69","notTall",2
586,1438010707,"subj03","item","9","Tall","Alex","69","short",2
587,1438010707,"subj03","item","76","Tall","Stanley","72","tall",1
588,1438010707,"subj03","item","17","Tall","Jason","77","notTall",1
589,1438010707,"subj03","item","100","Tall","Jacob","73","notShort",1
590,1438010707,"subj03","item","79","Tall","Robert","68","tall",2
591,1438010707,"subj03","item","13","Tall","Richard","82","neither",1
592,1438010707,"subj03","item","22","Tall","Kevin","75","notTall",1
593,1438010707,"subj03","item","12","Tall","David","72","notTall",1
594,1438010707,"subj03","item","84","Tall","Ronald","69","veryTall",1
595,1438010707,"subj03","item","98","Tall","Donald","79","veryTall",1
596,1438010707,"subj03","item","15","Tall","Jacob","72","short",1
597,1438010707,"subj03","item","21","Tall","Brian","69","notVeryTall",1
598,1438010707,"subj03","item","96","Tall","Daniel","79","tall",1
599,1438010707,"subj03","item","1","Tall","Michael","70","notTall",1
600,1438010707,"subj03","item","69","Tall","Kevin","71","veryTall",1
601,1438010707,"subj03","item","22","Tall","Ryan","70","neither",1
602,1438010707,"subj03","item","26","Tall","Matthew","70","notVeryTall",1
603,1438010707,"subj03","item","0","Tall","James","72","neither",2
604,1438010707,"subj03","item","38","Tall","Edward","66","veryTall",1
605,1438010707,"subj03","item","93","Tall","Kenneth","63","notVeryTall",1
606,1438010707,"subj03","item","0","Tall","Jeff","79","notTall",1
607,1438010707,"subj03","item","92","Tall","Jacob","79","tall",2
608,1438010707,"subj03","item","17","Tall","Mark","71","neither",1
609,1438010707,"subj03","item","68","Tall","Richard","69","veryTall",2
610,1438010707,"subj03","item","93","Tall","Thomas","71","notShort",1
611,1438010707,"subj03","item","6","Tall","Anthony","63","tall",1
612,1438010707,"subj03","item","59","Tall","Christopher","68","neither",1
613,1438010707,"subj03","item","3","Tall","Tim","75","notVeryTall",1
614,1438010707,"subj03","item","9","Tall","Michael","82","short",1
615,1438010707,"subj03","item","26","Tall","Ethan","66","neither",1
